ACCESSION_NUMBER	CIK	REGISTRANT_NAME	FILE_NUM	LEI	ADDRESS1	ADDRESS2	CITY	STATE	COUNTRY	ZIP	PHONE
0001752724-24-261342	0001388485	FundVantage Trust	811-22027	549300C6U7XKIL1IY249	103 Bellevue Parkway		Wilmington	US-DE	US	19809	856-528-3500
0001752724-24-263049	0000012601	Principal Variable Contract Funds, Inc	811-01944	ICS43THKTGQL3EQ10426	801 Grand Ave		Des Moines	US-IA	US	50309	515-235-1719
0001162044-24-001291	0001281790	FRANK FUNDS	811-21532	549300LBDAM02QHSWS48	781 Crandon Blvd.	Unit 602	Key Biscayne	US-FL	US	33149	973-887-7698
0001752724-24-263060	0000012601	Principal Variable Contract Funds, Inc	811-01944	ICS43THKTGQL3EQ10426	801 Grand Ave		Des Moines	US-IA	US	50309	515-235-1719
0001145549-24-071532	0001131013	Guidestone Funds	811-10263	5493004CCGXMXJDWX424	5005 LBJ Freeway, Ste. 2200		Dallas	US-TX	US	75244	214-720-1170
0001145549-24-071343	0001821505	E-Valuator Funds Trust	811-23606	549300CCO563RC43JL59	7760 France Avenue South, Suite 925		Bloomington	US-MN	US	55435	8556219877
0001752724-24-263043	0000012601	Principal Variable Contract Funds, Inc	811-01944	ICS43THKTGQL3EQ10426	801 Grand Ave		Des Moines	US-IA	US	50309	515-235-1719
0001752724-24-263193	0001969674	2023 ETF Series Trust	811-23883	5493000L2E3DBUPMOK03	Three Canal Plaza, Suite 100	c/o Foreside Management Services, LLC	Portland	US-ME	US	04101	(833)782-2211
0001145549-24-071514	0001131013	Guidestone Funds	811-10263	5493004CCGXMXJDWX424	5005 LBJ Freeway, Ste. 2200		Dallas	US-TX	US	75244	214-720-1170
0001752724-24-297816	0000751199	Fidelity Income Fund	811-04085	D66RCKM57LC8ELZCAY58	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001145549-24-081353	0001380175	American Funds Target Date Retirement Series	811-21981	549300LHAMB8X3UKXY85	333 South Hope Street	55th Floor	Los Angeles	US-CA	US	90071	9499755000
0001752724-24-297845	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297864	0000754510	Fidelity Securities Fund	811-04118	LIUMB3NDWOFJPXVROE85	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297839	0000945908	Fidelity Covington Trust	811-07319	549300JFYFTF85QAQR28	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297844	0000754510	Fidelity Securities Fund	811-04118	LIUMB3NDWOFJPXVROE85	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297827	0000754510	Fidelity Securities Fund	811-04118	LIUMB3NDWOFJPXVROE85	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297823	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297860	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297870	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297854	0000320351	Fidelity Select Portfolios	811-03114	Z57125JG1LHEQKDYS630	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297859	0000945908	Fidelity Covington Trust	811-07319	549300JFYFTF85QAQR28	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297848	0000357057	Fidelity Massachusetts Municipal Trust	811-03361	ZR1HVIMXG23FFJ363I52	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297877	0000315700	Fidelity Advisor Series VII	811-03010	PM3JTBFBEM0RCCY2GO89	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297834	0000945908	Fidelity Covington Trust	811-07319	549300JFYFTF85QAQR28	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297835	0001898391	Fidelity Greenwood Street Trust	811-23762	549300467DYGTZIRI308	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297882	0000751199	Fidelity Income Fund	811-04085	D66RCKM57LC8ELZCAY58	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297869	0000945908	Fidelity Covington Trust	811-07319	549300JFYFTF85QAQR28	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297862	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297861	0000315700	Fidelity Advisor Series VII	811-03010	PM3JTBFBEM0RCCY2GO89	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-297886	0000945908	Fidelity Covington Trust	811-07319	549300JFYFTF85QAQR28	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001145549-24-081383	0001027596	Advisors Series Trust	811-07959	2549003Z0J6URS6I4Y63	615 East Michigan Street		Milwaukee	US-WI	US	53202	626-914-7363
0001752724-24-241501	0001580956	Cohen & Steers Future of Energy Fund, INC	811-22867	5493000FTLEUKTYWQ739	1166 Avenue of the Americas,	30th Floor	NEW YORK	US-NY	US	10036	212-832-3232
0001177017-24-001726	0001177017	T. ROWE PRICE RETIREMENT FUNDS, INC.	811-21149	549300NPW1X3GQMKCN90	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001752724-24-242209	0000875186	MORGAN STANLEY PATHWAY FUNDS	811-06318	549300P3RUTI9W6SLI87	2000 Westchester Avenue	NULL	Purchase	US-NY	US	10577	888-454-3965
0001752724-24-244642	0000835333	Invesco Municipal Income Opportunities Trust	811-05597	DJSR2NJ3985722G80Y20	1331 Spring Street NW, Suite 2500	N.E.	Atlanta	US-GA	US	30309	800-959-4246
0001145549-24-067236	0000831114	RBB Fund, Inc.	811-05518	5493005KKD0GVHSW0D29	615 East Michigan Street		Milwaukee	US-WI	US	53202	262-378-6278
0001752724-24-244660	0000909466	AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds)	811-07890	SW0MHD1146AQ1M76HG37	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001752724-24-244687	0000885125	Invesco Quality Municipal Income Trust	811-06591	WLEGDSEH0E242WVNUY02	1331 Spring Street NW, Suite 2500	N.E.	Atlanta	US-GA	US	30309	800-959-4246
0001752724-24-244483	0001452937	EXCHANGE TRADED CONCEPTS TRUST	811-22263	549300TXJW88BSB0KL90	10900 HEFNER POINTE DRIVE	SUITE 400	OKLAHOMA CITY	US-OK	US	73120	4057788377
0001145549-24-067326	0001027596	Advisors Series Trust	811-07959	2549003Z0J6URS6I4Y63	615 East Michigan Street		Milwaukee	US-WI	US	53202	626-914-7363
0001145549-24-067283	0001643174	Horizon Funds	811-23063	549300Q2NFSH0QP87Y93	6210 Ardrey Kell Road	Suite 300	Charlotte	US-NC	US	28277	866-371-2399
0001752724-24-244668	0001112996	AIM Counselor Series Trust (Invesco Counselor Series Trust)	811-09913	LZYC3CZ7P12IRF1LLV60	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001145549-24-079257	0001529390	Cambria ETF Trust	811-22704	254900RHN8DQYNXKZQ96	3300 HIGHLAND AVENUE		MANHATTAN BEACH	US-CA	US	90266	310-606-5555
0001145549-24-079262	0001529390	Cambria ETF Trust	811-22704	254900RHN8DQYNXKZQ96	3300 HIGHLAND AVENUE		MANHATTAN BEACH	US-CA	US	90266	310-606-5555
0001145549-24-079633	0001498498	Ashmore Funds	811-22468	549300JIZK4U03Q64E73	61 Aldwych		London		GB	WC2B 4AE	011-44-20-3206-4500
0001145549-24-079639	0001498498	Ashmore Funds	811-22468	549300JIZK4U03Q64E73	61 Aldwych		London		GB	WC2B 4AE	011-44-20-3206-4500
0001752724-24-289513	0000083293	Franklin Gold and Precious Metals Fund	811-01700	549300FU5CU8KFMKHU85	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0001752724-24-289519	0000809707	Franklin Investors Securities Trust	811-04986	549300XUGIR9DEQFV548	One Franklin Parkway		San Mateo	US-CA	US	94403-1906	650-312-2000
0001145549-24-079667	0001939052	Stone Ridge Trust VIII	811-23824	549300D80SYETZAITO45	One Vanderbilt Avenue	65th Floor	New York	US-NY	US	10017	855-609-3680
0001752724-24-289965	0001064642	SPDR SERIES TRUST	811-08839	5493004JVD6CQEEJSS37	One Iron Street		Boston	US-MA	US	02210	617-664-8594
0001752724-24-293733	0000793159	Prudential Global Total Return Fund, Inc.	811-04661	549300X4XNCFYMTTNX09	655 Broad Street		Newark	US-NJ	US	07102-4077	1-800-225-1852
0001752724-24-294115	0001797318	AIM ETF Products Trust	811-23504	54930089C0XGUIXMEF61	5701 Golden Hills Drive		Minneapolis	US-MN	US	55416	763- 765-7453
0000795384-24-000257	0000795384	T. ROWE PRICE STATE TAX-FREE FUNDS, INC.	811-04521	254900LVB38JKKY7N526	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001608530-24-000049	0001608530	T. ROWE PRICE INTERMEDIATE TAX-FREE HIGH YIELD FUND, INC.	811-22968	549300OS5XQ0SS8FPQ69	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001177017-24-001737	0001177017	T. ROWE PRICE RETIREMENT FUNDS, INC.	811-21149	549300NPW1X3GQMKCN90	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001368135-24-000041	0001368135	T. ROWE PRICE LIMITED-DURATION INFLATION FOCUSED BOND FUND, INC.	811-21919	5493009ZRV6DHHWWGU69	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001177017-24-001742	0001177017	T. ROWE PRICE RETIREMENT FUNDS, INC.	811-21149	549300NPW1X3GQMKCN90	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001169187-24-000113	0001169187	T. ROWE PRICE INSTITUTIONAL INCOME FUNDS, INC.	811-21055	5493006XJS7NAJMTOL28	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001752724-24-242206	0000875186	MORGAN STANLEY PATHWAY FUNDS	811-06318	549300P3RUTI9W6SLI87	2000 Westchester Avenue	NULL	Purchase	US-NY	US	10577	888-454-3965
0001177017-24-001747	0001177017	T. ROWE PRICE RETIREMENT FUNDS, INC.	811-21149	549300NPW1X3GQMKCN90	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0000923084-24-000113	0000923084	T. ROWE PRICE SPECTRUM FUNDS II, INC.	811-07173	549300A8BZJXQVJCNM56	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001447346-24-000040	0001447346	T. ROWE PRICE GLOBAL MULTI-SECTOR BOND FUND, INC.	811-22243	549300VVUGFLLBROPG80	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001177017-24-001720	0001177017	T. ROWE PRICE RETIREMENT FUNDS, INC.	811-21149	549300NPW1X3GQMKCN90	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001752724-24-242307	0000352665	Prudential Sector Funds, Inc.	811-03175	549300IPCXL88G4QUI19	655 Broad Street		Newark	US-NJ	US	07102-4077	1-800-225-1852
0001795351-24-000449	0001795351	T. Rowe Price Exchange-Traded Funds, Inc.	811-23494	549300XZPUK24E1UMH17	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001752724-24-242887	0000719451	Fidelity Advisor Series IV	811-03737	TWU5ZDKYQKOGXIY3DA15	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242954	0000819118	Fidelity Concord Street Trust	811-05251	EEX0N4ID1C226M44VF22	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242905	0000081205	Fidelity Puritan Trust	811-00649	WDA1I420M36T9HTVU696	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242900	0000819118	Fidelity Concord Street Trust	811-05251	EEX0N4ID1C226M44VF22	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242964	0001562565	Fidelity Merrimack Street Trust	811-22796	549300782HVYOIE6CE74	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242938	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242921	0000819118	Fidelity Concord Street Trust	811-05251	EEX0N4ID1C226M44VF22	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-242945	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001145549-24-072743	0000815425	Columbia Funds Variable Insurance Trust	811-05199	549300293M2AM3RU8K52	290 Congress Street		Boston	US-MA	US	02110	800-345-6611
0001145549-24-072703	0000002110	Columbia Acorn Trust	811-01829	549300DX0CWIN8VE1908	71 S Wacker Dr.	Suite 2500	Chicago	US-IL	US	60606	312-634-9200
0001145549-24-072722	0001413032	Columbia Funds Variable Series Trust II	811-22127	54930017CSZ4UCL7G406	290 Congress Street		Boston	US-MA	US	02110	800-345-6611
0001752724-24-266506	0000702435	Meeder Funds	811-03462	5493002NOKWTS1RIY527	6125 Memorial Dr		Dublin	US-OH	US	43017	6147667000
0001752724-24-266529	0000832808	BERNSTEIN SANFORD C FUND INC	811-05555	549300GA5IHQHIM7CU60	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	NEW YORK	US-NY	US	10105	212-969-1000
0001752724-24-266688	0000880195	Fidelity Aberdeen Street Trust	811-06440	EH5MGE941XHR05KZ4E50	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-266698	0000880195	Fidelity Aberdeen Street Trust	811-06440	EH5MGE941XHR05KZ4E50	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-266781	0000880195	Fidelity Aberdeen Street Trust	811-06440	EH5MGE941XHR05KZ4E50	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-266780	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001752724-24-266718	0000880195	Fidelity Aberdeen Street Trust	811-06440	EH5MGE941XHR05KZ4E50	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-266788	0000880195	Fidelity Aberdeen Street Trust	811-06440	EH5MGE941XHR05KZ4E50	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-266794	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-266728	0000061397	Fidelity Magellan Fund	811-01193	XCODUEQ0D4XIOT1T8X44	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-266827	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-266730	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-266821	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001752724-24-266766	0000813900	PACIFIC SELECT FUND	811-05141	549300KH2YJL0X2VEL27	700 NEWPORT CTR DR	P O BOX 7500	NEWPORT BEACH	US-CA	US	92660	949-219-3233
0001752724-24-266775	0000035315	Fidelity Salem Street Trust	811-02105	S4W85DGKOEJ24DPRB829	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-266855	0000720318	Variable Insurance Products Fund IV	811-03759	Q4ATLOQB94VR31F8C557	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-266853	0000823535	Variable Insurance Products Fund V	811-05361	S8GYVGVVOPTJ8G3T5C60	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-266793	0000215829	Fidelity School Street Trust	811-02676	WX9R9SUUXPO900BH1D05	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-266873	0000823535	Variable Insurance Products Fund V	811-05361	S8GYVGVVOPTJ8G3T5C60	245 Summer Street		Boston	US-MA	US	02210	1-800-FIDELITY
0001752724-24-252525	0001075065	SA FUNDS INVESTMENT TRUST	811-09195	549300JT43J3I1034E48	8182 Maryland Ave., Suite 500		Saint Louis	US-MO	US	63105	8443660905
0001752724-24-253952	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253966	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253973	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253971	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253976	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253981	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253988	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253991	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253989	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253982	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253979	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253994	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-253995	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-254027	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-254032	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-254034	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-254017	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-254036	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-254037	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-254039	0000914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	811-08090	3EICVM5HD7FVBIM8WO57	1301 S. Harrison Street		FORT WAYNE	US-IN	US	46802	260-455-2000
0001752724-24-254097	0001644419	Northern Lights Fund Trust IV	811-23066	549300UIBIHXQ3PDEC28	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
0001752724-24-274080	0001027263	EQ Advisors Trust	811-07953	549300Q691FLN6WHB832	1345 Avenue of the Americas		New York	US-NY	US	10105	212-554-1234
0001752724-24-273916	0001689873	GraniteShares ETF Trust	811-23214	549300ODHHSS5JB0RB94	222 Broadway 21st Floor		NEW YORK	US-NY	US	10038	16468765143
0001752724-24-273942	0001352621	Northern Lights Variable Trust	811-21853	549300JG5J5V82S8VI88	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
0001752724-24-273980	0001027263	EQ Advisors Trust	811-07953	549300Q691FLN6WHB832	1345 Avenue of the Americas		New York	US-NY	US	10105	212-554-1234
0001752724-24-273960	0001027263	EQ Advisors Trust	811-07953	549300Q691FLN6WHB832	1345 Avenue of the Americas		New York	US-NY	US	10105	212-554-1234
0001145549-24-075939	0001683471	Listed Funds Trust	811-23226	549300C5D73JL0P1YC11	615 East Michigan Street		Milwaukee	US-WI	US	53202	414-516-1692
0001752724-24-273988	0001027263	EQ Advisors Trust	811-07953	549300Q691FLN6WHB832	1345 Avenue of the Americas		New York	US-NY	US	10105	212-554-1234
0001752724-24-273990	0001027263	EQ Advisors Trust	811-07953	549300Q691FLN6WHB832	1345 Avenue of the Americas		New York	US-NY	US	10105	212-554-1234
0001752724-24-273912	0001689873	GraniteShares ETF Trust	811-23214	549300ODHHSS5JB0RB94	222 Broadway 21st Floor		NEW YORK	US-NY	US	10038	16468765143
0001145549-24-075996	0000924727	Investment Managers Series Trust III	811-08544	549300H7BXP5EUEHOJ64	235 West Galena Street		Milwaukee	US-WI	US	53212	626-385-5777
0001752724-24-273805	0001473646	Stock Portfolio	811-22336	549300L4KW73KDMNCW84	One Post Office Square		BOSTON	US-MA	US	02109	617-482-8260
0001752724-24-273962	0001027263	EQ Advisors Trust	811-07953	549300Q691FLN6WHB832	1345 Avenue of the Americas		New York	US-NY	US	10105	212-554-1234
0001145549-24-076041	0001318342	INVESTMENT MANAGERS SERIES TRUST	811-21719	549300ESWU4ZNAH5Y054	235 WEST GALENA STREET		MILWAUKEE	US-WI	US	532123948	4142992000
0001752724-24-273964	0001027263	EQ Advisors Trust	811-07953	549300Q691FLN6WHB832	1345 Avenue of the Americas		New York	US-NY	US	10105	212-554-1234
